title,year,rating,votes,genres,plot,imdb_id
The Bluejackets,1922.0,3.5,16.0,Drama,"Three sailors, known in the working-class quarter De Jordaan as Dries De Dolle (Crazy Dries), Manus De Schele (Cross-eyed Manus) and Toon De Blauwe (Blue Toon), return to Amsterdam. Dries will see his girlfriend Greet, the owner of a small laundry. Manus hopes against hope that his girl Jans has been faithful to him. Toon's homecoming is dismal because his wealthy father rejects him on account of his dissolute life. During the absence of Dries, Greet has been courted unsuccessfully by Leendert, the pampered pet of his mother known as Auntie Piet, who runs the local pub. Piet browbeats her husband Gerrit, treats her poor relation Doortje as a drudge and idolizes her wastrel son. Determined that Leendert will marry Greet, Piet whispers in the ear of Betje that Greet is ""indecent"". However, when Betje tells her son Dries, he will not believe such gossip. In the pub one evening, when Leendert importunes Greet, Dries knocks him down. In the ensuing fight a knife is drawn. Policemen intervene and Dries is taken to gaol. Making use of the street-singers Na Druppel and De Mop, Piet spreads the rumor that Greet has been seen dancing with many men. When Dries is released, he asks Greet whether the story is true. She admits that she went to the dance-hall, but is given no chance to explain why. Disillusioned, Dries tells Manus and Toon that he intends to enlist as a colonial soldier. His comrades, equally unhappy in Amsterdam - Manus because of the way Jans treats him, Toon because he cannot find work - agree to join up at the same time. In a melancholy frame of mind the three mates leave for the Dutch East Indies, where they spend the following six years. When their term of service expires, the young men set off for Holland and home. Only two return, as Toon dies on the ship, a victim of his alcoholism and the tropical climate. Greet eagerly awaits the arrival of Dries. He has a surprise for her, namely the two half-blood children he has fathered. Greet has a similar surprise for him, namely that she is a widow and a mother. Nevertheless, their reunion is soon followed by an exuberant wedding.—Dutch Film Archive Database",tt0013276
Hart's War,2002.0,6.3,56085.0,"Drama,War","A law student becomes a lieutenant during World War II, is captured and asked to defend a black prisoner of war falsely accused of murder.",tt0251114
Frost/Nixon,2008.0,7.6,113702.0,"Biography,Drama,History",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,tt0870111
A Bridge Too Far,1977.0,7.4,63322.0,"Drama,History,War","Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",tt0075784
Chronicle of Poor Lovers,1954.0,7.3,471.0,Drama,"In 1925 the young florentine typographer Mario moves to via del Corno to be near his girl-friend Bianca. Here he becomes friends with Maciste, his landlord, and Ugo, anti-fascists both of them. When Campolmi is beaten by the fascists, Mario meets Milena, Campolmi's wife, at the hospital and falls in love with her leaving Bianca. Then Maciste is killed, again by the fascists, Ugo is wounded and he seeks shelter in ^ÓSignora^Ô's house. Here he falls in love with Gesuina and the two marry. Campolmi dies, but Mario and Milena part themselves. Later Mario too is arrested by the police.—Piergiorgio Romani <p.romani@flashnet.it>",tt0046881
Brighton Rock,1948.0,7.3,7149.0,"Crime,Drama,Film-Noir","In Brighton in 1935, small-time gang leader Pinkie Brown murders a journalist and later desperately tries to cover his tracks but runs into trouble with the police, a few witnesses, and a rival gang.",tt0039220
Random Harvest,1942.0,7.9,8599.0,"Drama,Romance","An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",tt0035238
Torrent,1926.0,6.9,940.0,"Drama,Romance","A young girl and her father are kicked out of their house by a cruel noblewoman, and the girl's heart is broken when her sweetheart, the noblewoman's son, won't go to Paris with them. After becoming an opera star in Paris, the girl returns to her homeland and finds her romance with the nobleman rekindled.—page8701",tt0017480
Paycheck,2003.0,6.3,114517.0,"Action,Mystery,Sci-Fi,Thriller",A technical wizard learns that his memory has been erased.,tt0338337
Pretend You Don't See Her,2002.0,5.6,474.0,"Crime,Drama,Mystery,Thriller","When a Manhattan real estate agent witnesses a murder, she joins the Federal Witness Protection Program and starts a new life in Minnesota.",tt0296813
"Tomorrow, When the War Began",2010.0,6.1,32258.0,"Action,Adventure,Drama,Romance,Sci-Fi,Thriller,War","When their country is invaded and their families are taken, eight unlikely teenagers band together to fight.",tt1456941
Battle Royale,2000.0,7.5,197936.0,"Adventure,Drama,Thriller","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill one another under the revolutionary ""Battle Royale"" act.",tt0266308
The Passengers,2016.0,7.0,464919.0,"Drama,Romance,Sci-Fi,Thriller",A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,tt1355644
A Christmas Carol,2009.0,6.8,132988.0,"Animation,Adventure,Comedy,Drama,Family,Fantasy","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",tt1067106
Devdas,2002.0,7.5,48167.0,"Drama,Musical,Romance","After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",tt0238936
Captain Blood,1935.0,7.7,16428.0,"Action,Adventure,History,Romance","After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",tt0026174
Tonka,1958.0,6.2,533.0,"Adventure,Drama,Family,Western",The remarkable and ironical story of a wild colt that changes owners around the time of the Great Sioux War of 1876.,tt0052300
Into The White Night,2012.0,7.1,22700.0,"Action,Biography,Drama,History,War","World War II: After an aerial battle over Norway, British and German airmen find themselves stranded in the wilderness. Finding shelter in the same cabin, they realize the only way to survive the winter is to set aside the rules of war.",tt1876277
The Last Mitterrand,2005.0,7.0,1078.0,"Biography,Drama",A young journalist (Lespert) helps the French President compile his memoirs.,tt0364301
The Hitchhiker's Guide to the Galaxy,2005.0,6.7,210960.0,"Adventure,Comedy,Sci-Fi","Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",tt0371724
The Painted Veil,2006.0,7.4,97142.0,"Drama,Romance","Dr Walter gets married to the beautiful Kitty but soon finds out that she is cheating on him. Battling his way through problems, he heads to China to fight a dreaded disease spread in a small village.",tt0446755
Kamilla and the Thief II,2010.0,5.9,206955.0,"Adventure,Family,Fantasy",A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,tt0814255
Leaving Las Vegas,1995.0,7.5,138278.0,"Drama,Romance","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",tt0113627
Famous Five Get in Trouble,1970.0,5.1,169.0,"Crime,Family","2 boys and 2 girls pack tent etc. on their bikes and go camping at the beach. They bring a German Shepherd. A boy joins them next morning and the ""wrong"" boy gets kidnapped.",tt0072992
Oleanna,1994.0,6.5,3693.0,"Drama,Thriller","When a student visits her professor to discuss how she failed his course, the discussion takes an awkward turn.",tt0110722
The Winning of Barbara Worth,1926.0,6.9,961.0,"Drama,Romance,Western","While building an irrigation system for a Southwestern desert community, an engineer vies with a local cowboy for the affections of a rancher's daughter.",tt0017567
The Mark of Zorro,1940.0,7.5,11325.0,"Action,Adventure,Family,Romance,Western",A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,tt0032762
The Green Mile,1999.0,8.6,1453007.0,"Crime,Drama,Fantasy,Mystery","Paul Edgecomb, the head guard of a prison, meets an inmate, John Coffey, a black man who is accused of murdering two girls. His life changes drastically when he discovers that John has a special gift.",tt0120689
Kiss the Girls,1997.0,6.6,92475.0,"Crime,Drama,Mystery,Thriller",Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,tt0119468
Story of the Vulture Conqueror,2006.0,7.5,270047.0,"Crime,Drama,Fantasy","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",tt0396171
The Day the Earth Stood Still,2008.0,5.5,181126.0,"Adventure,Drama,Sci-Fi,Thriller",A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,tt0970416
Alla vi barn i Bullerbyn,1986.0,6.7,2516.0,Family,"The story of the children who live in Bullerbyn, Sweden, through the spring and summer months.",tt0090610
The Pelican Brief,1993.0,6.6,98484.0,"Crime,Drama,Mystery,Thriller","A law student uncovers a conspiracy, putting herself and others in danger.",tt0107798
The Brasher Doubloon,1947.0,6.5,1431.0,"Crime,Drama,Film-Noir,Mystery",Detective Philip Marlowe encounters a variety of characters while checking on why Leslie Murdock stole a rare doubloon from his mother.,tt0039217
All the Brothers Were Valiant,1953.0,6.2,1154.0,"Adventure,Drama,Romance","In the South Pacific islands, two brothers, one good and one bad, fight over the same girl and over a bag of pearls.",tt0045494
Return to Paradise,2024.0,6.9,748.0,Drama,"Detective Inspector Mackenzie Clarke reluctantly returns to her Australian hometown after leaving her fiancé, only to be pulled into a case testing her tenacity until the culprit is apprehended.",tt32059608
Catch Me If You Can,2002.0,8.1,1135967.0,"Biography,Crime,Drama","Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",tt0264464
Dracula 3D,2012.0,3.6,5480.0,"Drama,Horror,Romance,Thriller",Asia Argento stars in horror legend Dario Argento's sexy spin on the classic tale about the sharp-toothed count who craves human blood.,tt1852770
Let Me In,2010.0,7.1,129384.0,"Drama,Fantasy,Horror,Mystery,Thriller",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,tt1228987
